Category,Value,Timestamp
Category 4,20,2064-07-28
Category 0,42,2064-07-29
Category 1,97,2064-07-30
Category 2,64,2064-07-31
Category 3,86,2064-08-01
Category 4,58,2064-08-02
Category 0,22,2064-08-03
Category 1,33,2064-08-04
Category 2,56,2064-08-05
Category 3,44,2064-08-06
Category 4,97,2064-08-07
Category 0,77,2064-08-08
Category 1,11,2064-08-09
Category 2,87,2064-08-10
Category 3,25,2064-08-11
Category 4,93,2064-08-12
Category 0,55,2064-08-13
Category 1,73,2064-08-14
Category 2,98,2064-08-15
Category 3,24,2064-08-16
Category 4,58,2064-08-17
Category 0,89,2064-08-18
Category 1,26,2064-08-19
Category 2,19,2064-08-20
Category 3,13,2064-08-21
Category 4,34,2064-08-22
Category 0,40,2064-08-23
Category 1,52,2064-08-24
Category 2,15,2064-08-25
Category 3,17,2064-08-26
Category 4,33,2064-08-27
Category 0,66,2064-08-28
Category 1,40,2064-08-29
Category 2,17,2064-08-30
Category 3,64,2064-08-31
Category 4,64,2064-09-01
Category 0,52,2064-09-02
Category 1,98,2064-09-03
Category 2,38,2064-09-04
Category 3,14,2064-09-05
Category 4,84,2064-09-06
Category 0,77,2064-09-07
Category 1,56,2064-09-08
Category 2,46,2064-09-09
Category 3,74,2064-09-10
Category 4,79,2064-09-11
Category 0,83,2064-09-12
Category 1,40,2064-09-13
Category 2,74,2064-09-14
Category 3,73,2064-09-15
Category 4,24,2064-09-16
Category 0,73,2064-09-17
Category 1,92,2064-09-18
Category 2,55,2064-09-19
Category 3,43,2064-09-20
Category 4,30,2064-09-21
Category 0,41,2064-09-22
Category 1,14,2064-09-23
Category 2,96,2064-09-24
Category 3,20,2064-09-25
Category 4,85,2064-09-26
Category 0,49,2064-09-27
Category 1,22,2064-09-28
Category 2,95,2064-09-29
Category 3,92,2064-09-30
Category 4,64,2064-10-01
Category 0,71,2064-10-02
Category 1,36,2064-10-03
Category 2,81,2064-10-04
Category 3,48,2064-10-05
Category 4,11,2064-10-06
Category 0,11,2064-10-07
Category 1,50,2064-10-08
Category 2,67,2064-10-09
Category 3,39,2064-10-10
Category 4,78,2064-10-11
Category 0,34,2064-10-12
Category 1,97,2064-10-13
Category 2,94,2064-10-14
Category 3,11,2064-10-15
Category 4,31,2064-10-16
Category 0,19,2064-10-17
Category 1,98,2064-10-18
Category 2,56,2064-10-19
Category 3,47,2064-10-20
Category 4,74,2064-10-21
Category 0,46,2064-10-22
Category 1,82,2064-10-23
Category 2,72,2064-10-24
Category 3,87,2064-10-25
Category 4,18,2064-10-26
Category 0,50,2064-10-27
Category 1,95,2064-10-28
Category 2,57,2064-10-29
Category 3,60,2064-10-30
Category 4,30,2064-10-31
Category 0,92,2064-11-01
Category 1,71,2064-11-02
Category 2,78,2064-11-03
Category 3,18,2064-11-04
Category 4,44,2064-11-05
Category 0,26,2064-11-06
Category 1,43,2064-11-07
Category 2,15,2064-11-08
Category 3,99,2064-11-09
Category 4,82,2064-11-10
Category 0,50,2064-11-11
Category 1,55,2064-11-12
Category 2,14,2064-11-13
Category 3,40,2064-11-14
Category 4,21,2064-11-15
Category 0,78,2064-11-16
Category 1,12,2064-11-17
Category 2,94,2064-11-18
Category 3,76,2064-11-19
Category 4,13,2064-11-20
Category 0,100,2064-11-21
Category 1,79,2064-11-22
Category 2,42,2064-11-23
Category 3,57,2064-11-24
Category 4,68,2064-11-25
Category 0,26,2064-11-26
Category 1,40,2064-11-27
Category 2,68,2064-11-28
Category 3,25,2064-11-29
Category 4,35,2064-11-30
Category 0,13,2064-12-01
Category 1,65,2064-12-02
Category 2,34,2064-12-03
Category 3,63,2064-12-04
Category 4,63,2064-12-05
Category 0,94,2064-12-06
Category 1,30,2064-12-07
Category 2,47,2064-12-08
Category 3,54,2064-12-09
Category 4,41,2064-12-10
Category 0,74,2064-12-11
Category 1,25,2064-12-12
Category 2,33,2064-12-13
Category 3,20,2064-12-14
Category 4,31,2064-12-15
Category 0,74,2064-12-16
Category 1,36,2064-12-17
Category 2,40,2064-12-18
Category 3,30,2064-12-19
Category 4,46,2064-12-20
Category 0,100,2064-12-21
Category 1,20,2064-12-22
Category 2,80,2064-12-23
Category 3,55,2064-12-24
Category 4,80,2064-12-25
Category 0,92,2064-12-26
Category 1,38,2064-12-27
Category 2,74,2064-12-28
Category 3,80,2064-12-29
Category 4,41,2064-12-30
Category 0,35,2064-12-31
Category 1,24,2065-01-01
Category 2,20,2065-01-02
Category 3,63,2065-01-03
Category 4,87,2065-01-04
Category 0,98,2065-01-05
Category 1,16,2065-01-06
Category 2,67,2065-01-07
Category 3,100,2065-01-08
Category 4,98,2065-01-09
Category 0,89,2065-01-10
Category 1,14,2065-01-11
Category 2,60,2065-01-12
Category 3,98,2065-01-13
Category 4,66,2065-01-14
Category 0,38,2065-01-15
Category 1,55,2065-01-16
Category 2,56,2065-01-17
Category 3,12,2065-01-18
Category 4,22,2065-01-19
Category 0,28,2065-01-20
Category 1,47,2065-01-21
Category 2,48,2065-01-22
Category 3,32,2065-01-23
Category 4,48,2065-01-24
Category 0,51,2065-01-25
Category 1,19,2065-01-26
Category 2,63,2065-01-27
Category 3,73,2065-01-28
Category 4,24,2065-01-29
Category 0,20,2065-01-30
Category 1,28,2065-01-31
Category 2,26,2065-02-01
Category 3,30,2065-02-02
Category 4,66,2065-02-03
Category 0,20,2065-02-04
Category 1,64,2065-02-05
Category 2,100,2065-02-06
Category 3,83,2065-02-07
Category 4,26,2065-02-08
Category 0,56,2065-02-09
Category 1,57,2065-02-10
Category 2,38,2065-02-11
Category 3,97,2065-02-12
Category 4,24,2065-02-13
Category 0,69,2065-02-14
Category 1,15,2065-02-15
Category 2,24,2065-02-16
Category 3,88,2065-02-17
Category 4,67,2065-02-18
Category 0,77,2065-02-19
Category 1,18,2065-02-20
Category 2,82,2065-02-21
Category 3,54,2065-02-22
Category 4,58,2065-02-23
Category 0,87,2065-02-24
Category 1,17,2065-02-25
Category 2,33,2065-02-26
Category 3,83,2065-02-27
Category 4,69,2065-02-28
Category 0,51,2065-03-01
Category 1,61,2065-03-02
Category 2,19,2065-03-03
Category 3,29,2065-03-04
Category 4,91,2065-03-05
Category 0,41,2065-03-06
Category 1,25,2065-03-07
Category 2,54,2065-03-08
Category 3,27,2065-03-09
Category 4,86,2065-03-10
Category 0,45,2065-03-11
Category 1,66,2065-03-12
Category 2,32,2065-03-13
Category 3,42,2065-03-14
Category 4,76,2065-03-15
Category 0,43,2065-03-16
Category 1,52,2065-03-17
Category 2,51,2065-03-18
Category 3,55,2065-03-19
Category 4,54,2065-03-20
Category 0,63,2065-03-21
Category 1,33,2065-03-22
Category 2,91,2065-03-23
Category 3,53,2065-03-24
Category 4,37,2065-03-25
Category 0,17,2065-03-26
Category 1,80,2065-03-27
Category 2,97,2065-03-28
Category 3,27,2065-03-29
Category 4,60,2065-03-30
Category 0,54,2065-03-31
Category 1,24,2065-04-01
Category 2,86,2065-04-02
Category 3,22,2065-04-03
Category 4,64,2065-04-04
Category 0,55,2065-04-05
Category 1,57,2065-04-06
Category 2,74,2065-04-07
Category 3,41,2065-04-08
Category 4,86,2065-04-09
Category 0,79,2065-04-10
Category 1,12,2065-04-11
Category 2,36,2065-04-12
Category 3,34,2065-04-13
Category 4,20,2065-04-14
Category 0,11,2065-04-15
Category 1,98,2065-04-16
Category 2,11,2065-04-17
Category 3,35,2065-04-18
Category 4,78,2065-04-19
Category 0,94,2065-04-20
Category 1,42,2065-04-21
Category 2,24,2065-04-22
Category 3,79,2065-04-23
Category 4,10,2065-04-24
Category 0,33,2065-04-25
Category 1,12,2065-04-26
Category 2,75,2065-04-27
Category 3,28,2065-04-28
Category 4,87,2065-04-29
Category 0,49,2065-04-30
Category 1,30,2065-05-01
Category 2,79,2065-05-02
Category 3,58,2065-05-03
Category 4,82,2065-05-04
Category 0,12,2065-05-05
Category 1,31,2065-05-06
Category 2,67,2065-05-07
Category 3,59,2065-05-08
Category 4,85,2065-05-09
Category 0,18,2065-05-10
Category 1,16,2065-05-11
Category 2,51,2065-05-12
Category 3,79,2065-05-13
Category 4,44,2065-05-14
Category 0,26,2065-05-15
Category 1,49,2065-05-16
Category 2,81,2065-05-17
Category 3,85,2065-05-18
Category 4,57,2065-05-19
Category 0,25,2065-05-20
Category 1,91,2065-05-21
Category 2,94,2065-05-22
Category 3,84,2065-05-23
Category 4,47,2065-05-24
Category 0,56,2065-05-25
Category 1,96,2065-05-26
Category 2,18,2065-05-27
Category 3,65,2065-05-28
Category 4,89,2065-05-29
Category 0,34,2065-05-30
Category 1,84,2065-05-31
Category 2,92,2065-06-01
Category 3,89,2065-06-02
Category 4,48,2065-06-03
Category 0,36,2065-06-04
Category 1,15,2065-06-05
Category 2,94,2065-06-06
Category 3,69,2065-06-07
Category 4,73,2065-06-08
Category 0,43,2065-06-09
Category 1,73,2065-06-10
Category 2,91,2065-06-11
Category 3,53,2065-06-12
Category 4,69,2065-06-13
Category 0,20,2065-06-14
Category 1,35,2065-06-15
Category 2,17,2065-06-16
Category 3,10,2065-06-17
Category 4,75,2065-06-18
Category 0,13,2065-06-19
Category 1,56,2065-06-20
Category 2,32,2065-06-21
Category 3,46,2065-06-22
Category 4,70,2065-06-23
Category 0,32,2065-06-24
Category 1,97,2065-06-25
Category 2,36,2065-06-26
Category 3,92,2065-06-27
Category 4,78,2065-06-28
Category 0,92,2065-06-29
Category 1,27,2065-06-30
Category 2,94,2065-07-01
Category 3,21,2065-07-02
Category 4,25,2065-07-03
Category 0,87,2065-07-04
Category 1,73,2065-07-05
Category 2,13,2065-07-06
Category 3,28,2065-07-07
Category 4,34,2065-07-08
Category 0,96,2065-07-09
Category 1,67,2065-07-10
Category 2,99,2065-07-11
Category 3,16,2065-07-12
Category 4,98,2065-07-13
Category 0,72,2065-07-14
Category 1,33,2065-07-15
Category 2,39,2065-07-16
Category 3,62,2065-07-17
Category 4,61,2065-07-18
Category 0,87,2065-07-19
Category 1,43,2065-07-20
Category 2,94,2065-07-21
Category 3,98,2065-07-22
Category 4,41,2065-07-23
Category 0,28,2065-07-24
Category 1,90,2065-07-25
Category 2,82,2065-07-26
Category 3,65,2065-07-27
Category 4,89,2065-07-28
Category 0,17,2065-07-29
Category 1,28,2065-07-30
Category 2,11,2065-07-31
Category 3,81,2065-08-01
Category 4,23,2065-08-02
Category 0,81,2065-08-03
Category 1,48,2065-08-04
Category 2,92,2065-08-05
Category 3,40,2065-08-06
Category 4,81,2065-08-07
Category 0,13,2065-08-08
Category 1,68,2065-08-09
Category 2,67,2065-08-10
Category 3,61,2065-08-11
Category 4,77,2065-08-12
Category 0,12,2065-08-13
Category 1,95,2065-08-14
Category 2,55,2065-08-15
Category 3,29,2065-08-16
Category 4,84,2065-08-17
Category 0,33,2065-08-18
Category 1,32,2065-08-19
Category 2,16,2065-08-20
Category 3,46,2065-08-21
Category 4,83,2065-08-22
Category 0,89,2065-08-23
Category 1,70,2065-08-24
Category 2,84,2065-08-25
Category 3,23,2065-08-26
Category 4,15,2065-08-27
Category 0,99,2065-08-28
Category 1,80,2065-08-29
Category 2,71,2065-08-30
Category 3,71,2065-08-31
Category 4,43,2065-09-01
Category 0,33,2065-09-02
Category 1,91,2065-09-03
Category 2,33,2065-09-04
Category 3,59,2065-09-05
Category 4,94,2065-09-06
Category 0,62,2065-09-07
Category 1,57,2065-09-08
Category 2,82,2065-09-09
Category 3,42,2065-09-10
Category 4,31,2065-09-11
Category 0,86,2065-09-12
Category 1,76,2065-09-13
Category 2,59,2065-09-14
Category 3,52,2065-09-15
Category 4,28,2065-09-16
Category 0,73,2065-09-17
Category 1,42,2065-09-18
Category 2,86,2065-09-19
Category 3,58,2065-09-20
Category 4,91,2065-09-21
Category 0,31,2065-09-22
Category 1,43,2065-09-23
Category 2,93,2065-09-24
Category 3,85,2065-09-25
Category 4,46,2065-09-26
Category 0,50,2065-09-27
Category 1,94,2065-09-28
Category 2,61,2065-09-29
Category 3,79,2065-09-30
Category 4,17,2065-10-01
Category 0,15,2065-10-02
Category 1,12,2065-10-03
Category 2,79,2065-10-04
Category 3,99,2065-10-05
Category 4,59,2065-10-06
Category 0,21,2065-10-07
Category 1,64,2065-10-08
Category 2,58,2065-10-09
Category 3,59,2065-10-10
Category 4,69,2065-10-11
Category 0,64,2065-10-12
Category 1,68,2065-10-13
Category 2,24,2065-10-14
Category 3,96,2065-10-15
Category 4,90,2065-10-16
Category 0,17,2065-10-17
Category 1,63,2065-10-18
Category 2,52,2065-10-19
Category 3,11,2065-10-20
Category 4,44,2065-10-21
Category 0,12,2065-10-22
Category 1,52,2065-10-23
Category 2,42,2065-10-24
Category 3,87,2065-10-25
Category 4,74,2065-10-26
Category 0,13,2065-10-27
Category 1,73,2065-10-28
Category 2,95,2065-10-29
Category 3,79,2065-10-30
Category 4,80,2065-10-31
Category 0,33,2065-11-01
Category 1,87,2065-11-02
Category 2,46,2065-11-03
Category 3,23,2065-11-04
Category 4,45,2065-11-05
Category 0,40,2065-11-06
Category 1,95,2065-11-07
Category 2,82,2065-11-08
Category 3,63,2065-11-09
Category 4,64,2065-11-10
Category 0,18,2065-11-11
Category 1,17,2065-11-12
Category 2,68,2065-11-13
Category 3,94,2065-11-14
Category 4,13,2065-11-15
Category 0,73,2065-11-16
Category 1,79,2065-11-17
Category 2,64,2065-11-18
Category 3,59,2065-11-19
Category 4,40,2065-11-20
Category 0,17,2065-11-21
Category 1,42,2065-11-22
Category 2,99,2065-11-23
Category 3,56,2065-11-24
Category 4,63,2065-11-25
Category 0,80,2065-11-26
Category 1,24,2065-11-27
Category 2,74,2065-11-28
Category 3,16,2065-11-29
Category 4,28,2065-11-30
Category 0,18,2065-12-01
Category 1,45,2065-12-02
Category 2,34,2065-12-03
Category 3,50,2065-12-04
Category 4,72,2065-12-05
Category 0,55,2065-12-06
Category 1,47,2065-12-07
Category 2,15,2065-12-08
Category 3,37,2065-12-09
Category 4,44,2065-12-10
Category 0,100,2065-12-11
Category 1,65,2065-12-12
Category 2,77,2065-12-13
Category 3,23,2065-12-14
Category 4,35,2065-12-15
Category 0,81,2065-12-16
Category 1,58,2065-12-17
Category 2,98,2065-12-18
Category 3,13,2065-12-19
Category 4,39,2065-12-20
Category 0,52,2065-12-21
Category 1,52,2065-12-22
Category 2,86,2065-12-23
Category 3,87,2065-12-24
Category 4,37,2065-12-25
Category 0,29,2065-12-26
Category 1,24,2065-12-27
Category 2,65,2065-12-28
Category 3,96,2065-12-29
Category 4,70,2065-12-30
Category 0,64,2065-12-31
Category 1,47,2066-01-01
Category 2,43,2066-01-02
Category 3,97,2066-01-03
Category 4,40,2066-01-04
Category 0,53,2066-01-05
Category 1,10,2066-01-06
Category 2,99,2066-01-07
Category 3,55,2066-01-08
Category 4,50,2066-01-09
Category 0,96,2066-01-10
Category 1,55,2066-01-11
Category 2,94,2066-01-12
Category 3,25,2066-01-13
Category 4,53,2066-01-14
Category 0,95,2066-01-15
Category 1,27,2066-01-16
Category 2,16,2066-01-17
Category 3,74,2066-01-18
Category 4,36,2066-01-19
Category 0,57,2066-01-20
Category 1,43,2066-01-21
Category 2,78,2066-01-22
Category 3,55,2066-01-23
Category 4,42,2066-01-24
Category 0,88,2066-01-25
Category 1,69,2066-01-26
Category 2,91,2066-01-27
Category 3,78,2066-01-28
Category 4,74,2066-01-29
Category 0,54,2066-01-30
Category 1,58,2066-01-31
Category 2,100,2066-02-01
Category 3,63,2066-02-02
Category 4,54,2066-02-03
Category 0,12,2066-02-04
Category 1,38,2066-02-05
Category 2,59,2066-02-06
Category 3,10,2066-02-07
Category 4,13,2066-02-08
Category 0,64,2066-02-09
Category 1,36,2066-02-10
Category 2,40,2066-02-11
Category 3,85,2066-02-12
Category 4,91,2066-02-13
Category 0,12,2066-02-14
Category 1,42,2066-02-15
Category 2,89,2066-02-16
Category 3,61,2066-02-17
Category 4,15,2066-02-18
Category 0,17,2066-02-19
Category 1,82,2066-02-20
Category 2,53,2066-02-21
Category 3,79,2066-02-22
Category 4,39,2066-02-23
Category 0,55,2066-02-24
Category 1,13,2066-02-25
Category 2,90,2066-02-26
Category 3,35,2066-02-27
Category 4,100,2066-02-28
Category 0,72,2066-03-01
Category 1,34,2066-03-02
Category 2,68,2066-03-03
Category 3,54,2066-03-04
Category 4,60,2066-03-05
Category 0,52,2066-03-06
Category 1,70,2066-03-07
Category 2,97,2066-03-08
Category 3,55,2066-03-09
Category 4,41,2066-03-10
Category 0,84,2066-03-11
Category 1,94,2066-03-12
Category 2,91,2066-03-13
Category 3,88,2066-03-14
Category 4,89,2066-03-15
Category 0,62,2066-03-16
Category 1,66,2066-03-17
Category 2,76,2066-03-18
Category 3,84,2066-03-19
Category 4,47,2066-03-20
Category 0,27,2066-03-21
Category 1,91,2066-03-22
Category 2,43,2066-03-23
Category 3,53,2066-03-24
Category 4,81,2066-03-25
Category 0,14,2066-03-26
Category 1,49,2066-03-27
Category 2,17,2066-03-28
Category 3,61,2066-03-29
Category 4,73,2066-03-30
Category 0,69,2066-03-31
Category 1,85,2066-04-01
Category 2,62,2066-04-02
Category 3,82,2066-04-03
Category 4,60,2066-04-04
Category 0,46,2066-04-05
Category 1,81,2066-04-06
Category 2,40,2066-04-07
Category 3,47,2066-04-08
Category 4,13,2066-04-09
Category 0,55,2066-04-10
Category 1,68,2066-04-11
Category 2,21,2066-04-12
Category 3,67,2066-04-13
Category 4,44,2066-04-14
Category 0,44,2066-04-15
Category 1,94,2066-04-16
Category 2,97,2066-04-17
Category 3,99,2066-04-18
Category 4,32,2066-04-19
Category 0,37,2066-04-20
Category 1,62,2066-04-21
Category 2,88,2066-04-22
Category 3,14,2066-04-23
Category 4,16,2066-04-24
Category 0,43,2066-04-25
Category 1,97,2066-04-26
Category 2,87,2066-04-27
Category 3,79,2066-04-28
Category 4,78,2066-04-29
Category 0,23,2066-04-30
Category 1,89,2066-05-01
Category 2,38,2066-05-02
Category 3,53,2066-05-03
Category 4,85,2066-05-04
Category 0,38,2066-05-05
Category 1,74,2066-05-06
Category 2,82,2066-05-07
Category 3,80,2066-05-08
Category 4,25,2066-05-09
Category 0,88,2066-05-10
Category 1,15,2066-05-11
Category 2,33,2066-05-12
Category 3,67,2066-05-13
Category 4,54,2066-05-14
Category 0,100,2066-05-15
Category 1,68,2066-05-16
Category 2,34,2066-05-17
Category 3,64,2066-05-18
Category 4,19,2066-05-19
Category 0,34,2066-05-20
Category 1,69,2066-05-21
Category 2,28,2066-05-22
Category 3,50,2066-05-23
Category 4,71,2066-05-24
Category 0,95,2066-05-25
Category 1,15,2066-05-26
Category 2,68,2066-05-27
Category 3,47,2066-05-28
Category 4,47,2066-05-29
Category 0,28,2066-05-30
Category 1,73,2066-05-31
Category 2,31,2066-06-01
Category 3,27,2066-06-02
Category 4,94,2066-06-03
Category 0,88,2066-06-04
Category 1,13,2066-06-05
Category 2,37,2066-06-06
Category 3,17,2066-06-07
Category 4,43,2066-06-08
Category 0,74,2066-06-09
Category 1,28,2066-06-10
Category 2,30,2066-06-11
Category 3,47,2066-06-12
Category 4,22,2066-06-13
Category 0,83,2066-06-14
Category 1,57,2066-06-15
Category 2,18,2066-06-16
Category 3,83,2066-06-17
Category 4,43,2066-06-18
Category 0,58,2066-06-19
Category 1,80,2066-06-20
Category 2,17,2066-06-21
Category 3,58,2066-06-22
Category 4,91,2066-06-23
Category 0,85,2066-06-24
Category 1,29,2066-06-25
Category 2,96,2066-06-26
Category 3,55,2066-06-27
Category 4,36,2066-06-28
Category 0,49,2066-06-29
Category 1,55,2066-06-30
Category 2,74,2066-07-01
Category 3,82,2066-07-02
Category 4,82,2066-07-03
Category 0,64,2066-07-04
Category 1,71,2066-07-05
Category 2,36,2066-07-06
Category 3,19,2066-07-07
Category 4,67,2066-07-08
Category 0,36,2066-07-09
Category 1,14,2066-07-10
Category 2,50,2066-07-11
Category 3,14,2066-07-12
Category 4,43,2066-07-13
Category 0,67,2066-07-14
Category 1,15,2066-07-15
Category 2,21,2066-07-16
Category 3,14,2066-07-17
Category 4,64,2066-07-18
Category 0,64,2066-07-19
Category 1,96,2066-07-20
Category 2,26,2066-07-21
Category 3,89,2066-07-22
Category 4,68,2066-07-23
Category 0,21,2066-07-24
Category 1,50,2066-07-25
Category 2,97,2066-07-26
Category 3,19,2066-07-27
Category 4,57,2066-07-28
Category 0,32,2066-07-29
Category 1,72,2066-07-30
Category 2,40,2066-07-31
Category 3,66,2066-08-01
Category 4,42,2066-08-02
Category 0,81,2066-08-03
Category 1,92,2066-08-04
Category 2,99,2066-08-05
Category 3,71,2066-08-06
Category 4,35,2066-08-07
Category 0,70,2066-08-08
Category 1,37,2066-08-09
Category 2,99,2066-08-10
Category 3,42,2066-08-11
Category 4,61,2066-08-12
Category 0,64,2066-08-13
Category 1,92,2066-08-14
Category 2,10,2066-08-15
Category 3,61,2066-08-16
Category 4,90,2066-08-17
Category 0,31,2066-08-18
Category 1,84,2066-08-19
Category 2,87,2066-08-20
Category 3,15,2066-08-21
Category 4,91,2066-08-22
Category 0,56,2066-08-23
Category 1,63,2066-08-24
Category 2,97,2066-08-25
Category 3,15,2066-08-26
Category 4,66,2066-08-27
Category 0,25,2066-08-28
Category 1,75,2066-08-29
Category 2,53,2066-08-30
Category 3,98,2066-08-31
Category 4,68,2066-09-01
Category 0,77,2066-09-02
Category 1,11,2066-09-03
Category 2,61,2066-09-04
Category 3,71,2066-09-05
Category 4,75,2066-09-06
Category 0,10,2066-09-07
Category 1,58,2066-09-08
Category 2,80,2066-09-09
Category 3,13,2066-09-10
Category 4,80,2066-09-11
Category 0,80,2066-09-12
Category 1,43,2066-09-13
Category 2,19,2066-09-14
Category 3,54,2066-09-15
Category 4,74,2066-09-16
Category 0,62,2066-09-17
Category 1,13,2066-09-18
Category 2,25,2066-09-19
Category 3,46,2066-09-20
Category 4,61,2066-09-21
Category 0,19,2066-09-22
Category 1,66,2066-09-23
Category 2,19,2066-09-24
Category 3,28,2066-09-25
Category 4,87,2066-09-26
Category 0,85,2066-09-27
Category 1,67,2066-09-28
Category 2,68,2066-09-29
Category 3,41,2066-09-30
Category 4,88,2066-10-01
Category 0,10,2066-10-02
Category 1,17,2066-10-03
Category 2,89,2066-10-04
Category 3,98,2066-10-05
Category 4,23,2066-10-06
